Id,Nombre,id_local,x,y
937,BAR SEVILLA,270158126,443190.55,4469927.49
938,RAJOA,270542362,445513.55,4471303.46
939,SUNAR GAON DONER KEBAP,280057084,442894.56,4470349.5
940,BAR LAS PIEDRAS,130001345,443684.56,4471229.49
941,BAR LA ZONA,130001367,443475.55,4470040.49
942,EL RINCON DE SUSI,270485532,443934.55,4469722.48
943,LA VILLA,130002150,446298.54,4470326.45
944,EL PUERTO,280057832,443346.56,4470323.49
945,BAR ARRECIFE DEL ROCKERO,280059698,444411.55,4469999.47
946,EL PASAJE,270458323,444907.56,4471865.47
947,BAR CAFETERIA CODORNIZ,270440772,443824.56,4471030.48
948,BAR MARIN,270442487,442881.56,4470600.5
949,LA CREME DE LA CREME,285037684,443052.56,4470428.49
950,BAR RESTAURANTE  LA FONTE,280058327,445030.55,4470955.47
951,BAR TASIO,270239094,443996.56,4472098.48
952,LA CERVECERA 61,280057501,443408.57,4471610.49
953,BAR ARANDA,270031079,444069.55,4469650.48
954,CERVECERIA COBAR,270498093,444545.55,4470320.47
955,BAR CERVECERIA IZQUIERDO,280058498,444874.55,4470930.47
956,CAFETERIA LA AVENIDA,280058340,445038.55,4470675.47
957,BAR TOMELLOSO,270480137,444167.55,4470025.48
958,CERVECERIA CHAMIZO,285034092,443053.56,4470219.49
959,EL RINC?N DE LA TABERNA,130001288,443378.57,4471865.49
960,D?NER KEBAP REINA DE ESTAMBUL,280057413,443347.57,4471879.49
961,HEREDEROS DE BONIFACIO CHELLE SL,270277605,443286.56,4470417.49
962,AL MAR,280059176,443753.57,4472756.49
963,CRUZ BLANCA,280059442,443895.55,4470192.48
964,CERVECER?A SORIA,270321765,445564.54,4470571.46
965,TABERNA BULGARA,130001391,443731.57,4472709.49
966,CASA MAQUEDA,280058229,445535.55,4470848.46
967,BAR TOLEDANO,270033775,445803.55,4471138.46
968,DONER KEBAP,270542736,443937.56,4471551.48
969,BAR CERVECERIA LA ALEGRIA,280057247,443141.57,4471074.49
970,BAR EL PAISANO,280057175,443225.55,4469792.49
971,CERVECERIA OJOS NEGROS,280017053,440412.59,4472546.53
972,BURGUER KING,280010131,440967.59,4475390.52
973,CORNER CAFE,10001701,440126.59,4474095.53
974,KFC,270350667,439927.59,4474346.53
975,CAFE DE SAN MILLAN,270202624,439930.59,4473652.53
976,EL MINIBAR,10002114,439813.6,4474567.53
977,FUENTE DE LA PROVINCIA,270532352,440072.59,4474049.53
978,RESTAURANTE ACHURI,270359069,440750.59,4473293.52
979,R?TULO NO INFORMADO,10002821,440943.59,4473192.52
980,VEN VEN VEN,280008834,440706.59,4473302.52
981,TABERNEROS,280007457,439726.6,4474215.53
982,TABERNA FONTAN,270052188,440553.59,4474217.53
983,FEDERAL CAFE,280007501,439864.59,4473986.53
984,BAR  IOWA,270051895,440473.59,4474541.53
985,EL CHORRON,270443792,443361.58,4475658.5
986,PANS & COMPANY,290000152,440368.59,4474641.53
987,TABERNA EL MADRO_O,270455578,439859.59,4473914.53
988,MORE,270373561,441995.58,4475024.51
989,CERVECERIA DOBLE RR TAPAS,280059430,445515.55,4470656.46
990,D/C,290000730,443049.55,4469476.49
991,CRIS,130002211,444487.55,4470089.47
992,CERVECERIA LA PLAZA,280059371,444371.55,4470034.47
993,LA CERVE,280059372,444370.55,4470059.47
994,LA PERLA ORIENTAL,280059293,444033.56,4472302.48
995,EL BOTI,270158034,443263.55,4469421.49
996,CAFETERIA TAPAS EL 48,270534790,446756.55,4472939.45
997,CAFETER?A DAVID,270297167,443314.58,4475374.5
998,ROBIN HOOD,270303442,439724.59,4473836.53
999,LA MI VENTA,270374318,439548.6,4474662.54
1000,FUENTES Y BONETLLO,280007411,439869.6,4474267.53
1001,CERVECERIA CERVANTES,280009367,440965.59,4473966.52
1002,EL MADRO?O,10003286,439933.59,4473947.53
1003,RESTAURANTE EPOCA CAFETERIA,270365514,441155.59,4475300.52
1004,LA FARFALA,270039141,439613.6,4473744.53
1005,LA SUIZA SA,270220205,440548.59,4474203.53
1006,CACAO SAMPAKA,10001586,440991.59,4475347.52
1007,MANO A MANO,280008598,440362.59,4473626.53
1008,BAR  NUEVA GALICIA,270052263,440527.59,4474182.53
1009,LA TABERNA DE MARIA EMILIE,280007600,439735.59,4473838.53
1010,EL CAMAROTE,270038737,439690.59,4473689.53
1011,TOMA JAMON,285003977,440071.59,4474043.53
1012,MCDONALD'S ?PERA,10001127,439828.6,4474367.53
1013,MOKAI,280009744,440710.59,4474715.53
1014,NO SOLICITADO,280011327,439955.6,4474504.53
1015,STARBUCKS COFFEE,270470986,439882.59,4474138.53
1016,CAFETERIA RESTAURANTE MAGUMAR,270049034,440054.6,4475388.53
1017,LA TABERNA DE ALFONSO,20001754,440925.58,4472724.52
1018,CAFETERIA RUYMA,280018420,439070.6,4472892.54
1019,KEBABISH D?NER KEBAB,270449553,441788.54,4467647.5
1020,EL RINCONCITO MARISQUERIA RESTAURANTE,280023290,443685.58,4477707.5
1021,ELOYS BAR,270033707,445660.55,4471322.46
1022,BAR CAFETERIA PEMAR,280054091,437022.6,4470917.55
1023,MESON CASA LUCIO,270276063,436234.59,4469468.55
1024,EL CHISCON DE LA RIBERA,270544890,435814.58,4468217.55
1025,RESTAURANTE RULO,270169558,445481.57,4475467.47
1026,LA TABERNA DE MI ABUELO,285004456,440186.59,4472610.53
1027,CAFETERIA HOROSCOPO,270057344,440828.58,4472515.52
1028,LAIKA CAFETERIA,270396532,441092.58,4472109.52
1029,RESTAURANTE-CAFETERIA LA ARDILLA,270471542,447440.52,4469325.43
1030,RESTAURANTE CETINA 15,270169119,445364.57,4476108.47
1031,RESTAURANTE ASI?TICO LONGAN,270411097,441666.6,4479169.53
1032,EL HORREO ASTURIANO,280022740,441705.6,4479308.53
1033,LA RICA,270526893,442793.59,4478261.51
1034,RESTAURANTE ARROCER?AS FORMENTOR,280021864,443679.58,4477652.49
1035,BARALLOCO,50000742,442906.59,4478840.51
1036,DEHESA SANTA MARIA,280007288,439926.6,4474590.53
1037,RESTAURANTE BAR EL HORREO,20001218,441485.58,4471082.52
1038,DONER KEBAP ANTEP,100001616,437026.61,4473041.55
1039,LAS MA?ANITAS,270418124,440509.59,4475345.53
1040,LA TABERNA DE CORPS,270432640,439739.6,4475386.54
1041,EL 3 DE GALDOS,10002986,440583.59,4474888.53
1042,LA ESQUINA MEXICANA,280007585,439707.59,4473862.53
1043,VANILA,270525885,439640.6,4473820.53
1044,NAIA,10002237,439641.6,4473828.53
1045,LA FUNDA MENTAL,270529295,440672.59,4473286.52
1046,TABERNA GRADO,280011288,440307.59,4474756.53
1047,NINJA RAMEN,270435714,440535.59,4475329.53
1048,TABERNA  LA MINA,270404914,440526.59,4473569.53
1049,CAFE AND TE (L-10),10000503,,
1050,CAFE AND TE,10001699,439996.59,4474338.53
1051,BURGUER KING,10003511,440545.59,4475333.53
1052,CAFETERIA BAR ARROMAZA,280059635,445613.54,4470392.46
1053,BAR ISAL,270450806,439750.59,4471514.53
1054,HOTEL OPERA,270038129,439754.6,4474492.53
1055,CRUSTO,280009858,440728.59,4474994.53
1056,STEAKBURGUER,270451184,440547.59,4475152.53
1057,CAFE-BAR LA FAMILIA,285005230,440940.58,4472922.52
1058,LOS LARES DEL PARQUE,270077294,443911.58,4476458.49
1059,BAR EL BARRIL,270172954,444114.58,4476267.49
1060,BAR ANTER CAFE,270043980,445775.57,4476511.46
1061,LA NATA CREPERIA,270304728,443406.59,4477691.5
1062,RESTAURANTE RIAS GALLEGAS,270419612,441938.61,4480644.53
1063,ORALE COMPADRE,50000900,442939.59,4477779.51
1064,GALLO DE ORO,270155705,440519.58,4471241.52
1065,BAR EL VALLE,270144914,434204.62,4469794.57
1066,EL CAFE DE LA REINA,270542627,,
1067,COACHING-FORMACION-YOGA,280012262,439436.6,4475727.54
1068,CAFE BAR MESON PLANETA,280009673,440611.59,4474866.53
1069,MUSEO DEL JAMON,10001507,440141.59,4474185.53
1070,HOTEL PRECIADOS,270514283,439985.6,4474579.53
1071,LIZARRAN,10002081,440022.6,4474573.53
1072,CAFETERIA ASTORIA,270037777,439828.6,4474682.53
1073,LA SIRENA VERDE,270050018,439893.6,4474852.53
1074,PARRILLA DE MARIA RESTAURANTE,280011573,440246.59,4474202.53
1075,CAFFETERIA GELATERIA 4D,10001917,439925.59,4473945.53
1076,EL BRILLANTE,270042296,441208.58,4473336.52
1077,RESTAURANTE JAVIER MARTIN CROQUETAS Y CAFE,10002008,439757.59,4473444.53
1078,CAFEEKE CERVEZAS Y TAPAS DE BEL,270469721,439932.59,4474030.53
1079,CERVECERIA CRUZ BLANCA,270318199,440904.59,4475290.52
1080,RESTAURANTE,280007804,439330.6,4473715.54
1081,CERVECERIA RIBADEZA,280012110,439501.59,4473311.53
1082,CERVECERIA SANTA ANA,270270578,440538.59,4473985.53
1083,OVEN,270399037,441165.58,4473436.52
1084,CERVECER?A NINO,270361975,439590.6,4475254.54
1085,PIZZA EMPORIO,270051408,440043.59,4474571.53
1086,10 TAPAS,280009328,440525.59,4473985.53
1087,CAFE Y TE,40001236,441613.59,4475224.52
1088,STARBUCKS  COFFEE,40002604,442704.58,4475265.5
1089,CERVECERIA SANYBEL,280066011,446871.56,4475628.45
1090,NEMRUT KEBAP,280048532,443597.62,4484161.52
1091,LOS TRONQUITOS,270054149,438939.6,4473510.54
1092,CAFETERIA PASCUAL,190000124,447251.54,4472426.44
1093,CAF? DEL REY,280044126,439012.6,4474872.54
1094,FANTASTICO,280008827,440807.59,4473285.52
1095,TABERNA DEL ALABARDERO,280012619,,
1096,RESTAURANTE SABATINI,270037244,439532.6,4474609.54
1097,PINOCHIO Y BEL CANTO,270440835,441146.58,4473386.52
1098,BAR REVUELTA,270435934,440758.59,4473291.52
1099,LATABERNILLA,270364424,439780.6,4475387.54
1100,PLAZA MENOR,280012140,439884.59,4473970.53
1101,TOMA JAMON,10003612,440707.59,4474708.53
1102,SANTOS BAR,270205339,439665.6,4474230.53
1103,RESTAURANTE PLAZA MAYOR,270484233,440075.59,4474070.53
1104,BAR GALLEGO,270192422,439921.59,4474004.53
1105,BAR ELD PEDAL,285002543,440855.59,4473270.52
1106,TABERNA SANCHO PANZA,280007444,439797.6,4474174.53
1107,BAR LA TERRAZA (LOCAL 11 Y 12) (L-100),270184965,,
1108,OPERA PIZZA,270279476,439857.6,4474364.53
1109,VIENA CAPELLANES,10000401,439862.6,4474385.53
1110,WINDGURU,280007638,439742.59,4473576.53
1111,SIN REFERENCIA,285035976,445089.54,4470302.47
1112,CERVECERIA-RESTAURANTE LUIS,20001213,440489.58,4471935.52
1113,CERVECERIA LEOMAR JAMONERIA,270218110,438735.6,4472946.54
1114,BAR GASCUE?A,285028356,445336.56,4472848.47
1115,VALGAME DIOS,10001300,440905.59,4474837.52
1116,DIONISOS,285002962,440634.59,4474920.53
1117,EL MUNDO DE LA PIZZA,270048948,440086.6,4475557.53
1118,EL BUCHITO,280062655,441737.54,4467859.5
1119,BAR SURESTE,180000870,449996.51,4468354.38
1120,CAFETERIA ALAMEDA,180000853,447339.52,4468535.43
1121,EL SE?OR DE LA BIRRA,280032697,440033.61,4478671.54
1122,GORILA,285003323,440373.59,4474974.53
1123,CASA EULOGIO,280008998,440846.59,4473513.52
1124,HOTEL EMPERADOR,270513423,439926.6,4474774.53
1125,CERVERIA  BAR LORCA,270250159,447265.53,4469870.43
1126,D`KEBAB FOOD,270543100,448844.51,4468417.4
1127,EL PAN Y LA SAL,130001963,444341.56,4471580.48
1128,LA CITE,280044049,437784.61,4476052.56
1129,EL CAFELITO II,270493282,443264.58,4475274.5
1130,PUB CHARLY,180000265,446848.53,4470150.44
1131,CERVECERIA LA FRASCA,270184823,448170.53,4470409.42
1132,CERVECERIA MUXIA RESTAURANTE,180000334,445206.54,4469462.46
1133,TABERNA LAS JARRAS,270470488,447235.53,4469591.43
1134,BAR ALEGRIA,180000111,447378.53,4469520.43
1135,SANTA BARBARA,270048154,440955.59,4475369.52
1136,SANI SAPORI,280008731,440413.59,4473497.53
1137,LE PAIN COTIDIEN,270508777,440090.59,4474686.53
1138,LA TABERNA DE MAYTE,280044358,439003.6,4475344.54
1139,CERVECERIA EL ENSANCHE,280060941,446695.53,4469636.44
1140,R?TULO NO INFORMADO,270542157,445463.57,4476843.47
1141,RESTAURANTE RIOJANOS MADRID,20001326,439552.59,4473042.53
1142,BAR EL RINCON DE ASTURIAS,280017052,440413.59,4472557.53
1143,TABERNA GALLEGA LOUREIRO,60002362,441124.61,4479411.53
1144,TABERNA TAPAS CERVECERIA,280058860,445015.55,4471391.47
1145,TERRAZA BOK2 BAR,270133292,438342.61,4475049.55
1146,BAR CERVECERIA LA VENTA,270438260,448244.53,4470503.42
1147,RESTAURANTE ALBORADA,285032737,449798.51,4468542.39
1148,COPENHAGEN,280003763,442903.58,4475693.5
1149,CAFETERIA VIANCA,270162543,444833.56,4471927.47
1150,BAHIANA CLUB,285001323,439672.6,4473941.53
1151,STARBUCKS COFFE,10003598,441199.58,4473368.52
1152,BAR ORENSE,170000126,440750.55,4468307.51
1153,CAFETERIA HNOS. ARRANZ RESTAURANTE,270184096,447087.53,4470215.44
1154,CERVECERIA LA PLAZA,270317005,439825.59,4474129.53
1155,ALCOCER 42 BAR Y JOSPER GRILL,270432258,442261.6,4478855.52
1156,CAF? AM?RICA,270527019,442845.58,4476725.5
1157,CAFETERIA CERVECERIA JARRA-KAS,130000425,443942.56,4471654.48
1158,BAR CEBREROS,270247429,445212.55,4471193.47
1159,BAR TORRECILLA,270163049,443965.56,4471935.48
1160,BAR AGUILERA,270157895,443971.54,4469253.48
1161,EL RINCON DE LA VILLA,280059625,446490.54,4470384.45
1162,CAFETER?A LA U?A,270457905,443906.56,4471679.48
1163,DONER KEBAP,130001820,443375.57,4472049.49
1164,CERVECERIA J. TORRES,270160320,443904.56,4471418.48
1165,BAR DOS ANGELES,270249807,443082.56,4470530.49
1166,BAR SINAI,270314309,443038.56,4470485.49
1167,CAFETERIA CERVECERIA PACO,280058401,444586.55,4470799.47
1168,BAR BUENDIA CASA DANI Y MARY,280059560,442947.56,4470301.5
1169,CAFETERIA NERUDA,130001699,445460.55,4471420.46
1170,JOAL SC,270484549,445126.55,4470713.47
1171,LA J DE JOAQUIN,130000638,443922.55,4470277.48
1172,SIGLO XXI,130001460,443970.55,4470281.48
1173,BAR CORDOBA,270543811,444043.55,4469676.48
1174,BAR EDUARDO,280059564,444073.55,4469659.48
1175,CAFE BAR FONSI MARI,270481846,444124.56,4471129.48
1176,CAFETERIA NOVENTA,280059544,444504.55,4470915.47
1177,EVIN KEBAP PIZZA,130001802,444509.55,4470275.47
1178,PUNTO DE ENCUENTRO,270395523,445517.55,4471515.46
1179,BAR,280058371,444920.55,4470567.47
1180,CERVECERIA ARJONA CAFE,270496639,445151.55,4470550.46
1181,CAFETERIA GARCI,270261148,444665.56,4471603.47
1182,CAFETERIA PERSEPOLIS,270354931,443349.56,4471149.49
1183,BAR RESTAURANTE LA ENCINA,270527975,444671.55,4470867.47
1184,BAR EL PIRRI,280058122,444540.55,4470905.47
1185,BAR CAFETERIA LUCI,280058497,444888.55,4470956.47
1186,BAR LA GALERIA,130000041,443471.55,4470059.49
1187,SR,280059516,444207.56,4471552.48
1188,DONER KEBAP,280057273,443237.56,4470495.49
1189,FICUS 2,130001371,443201.56,4470343.49
1190,BAR JAIME,280059392,443189.55,4469375.49
1191,TABERNA SANDRA,270159961,443368.56,4470614.49
1192,BAR ROYJU,270027147,444725.56,4471651.47
1193,BAR MIRADOR,270353620,443215.55,4469388.49
1194,CERVECERIA PASTRANA,270032133,445436.55,4471630.46
1195,AZUCENA,270496654,444574.56,4472555.48
1196,BAR,285034246,442923.56,4470527.5
1197,BAR LOS MORALES,270548903,442651.56,4470264.5
1198,BAR EL CORDOBES,270161228,445348.55,4470814.46
1199,MESON MARTIN,280057055,442709.56,4470269.5
1200,DOS TREBOLES,270002263,442937.56,4470516.5
1201,TOSTAS Y PINTXOS,270456732,444858.55,4470904.47
1202,CERVECERIA LA CANTINA,270437949,443049.56,4470238.49
1203,BAR HOOKAH,280057427,443334.57,4471924.49
1204,HOUSE DRINK,270532134,443396.57,4471857.49
1205,CAFETERIA LA FAMILIA,270160826,443425.57,4471886.49
1206,TABERNA ANDALUZA LA MORENITA,280057210,444086.55,4469623.48
1207,BAR RESTAURANTE,285033882,443968.54,4469389.48
1208,CAFETERIA,270401421,444975.55,4470992.47
1209,MESON BOCADITO CALIENTE,270444451,444966.55,4470998.47
1210,BAR LAS RAMBLAS,270397196,443959.54,4469392.48
1211,BAR LA TIA MAR?A,270545364,444022.54,4469347.48
1212,LOS DOS AMIGOS,270159637,443605.56,4470974.49
1213,BAR EL TROPEZON,280059172,443687.57,4472671.49
1214,CAFETERIA  BAR BIG BEN,270161911,445359.55,4471657.46
1215,BAR VLAZQUEZ,270161923,445374.55,4471647.46
1216,BAR CERVECERIA AN PA,270408661,445590.55,4470830.46
1217,TABERNA PLAZA VIEJA,280057443,443333.57,4471947.49
1218,BAR EL FOLGUERE?O,285037712,443590.57,4472573.49
1219,CHICAS,280072877,445335.57,4476810.47
1220,BAR EL PARQUE,280071319,445290.57,4475821.47
1221,TOMMY MEL'S,40002172,441548.59,4475240.52
1222,CERVECERIA VERGARA,40000513,442307.58,4475009.51
1223,HELADERIA,285037049,444766.56,4471786.47
1224,BAR EL BARRIO,280058682,445344.55,4471744.46
1225,EL MESON ESCONDIDO,280058398,444631.55,4470813.47
1226,MESON LA BRASA,270405023,443946.56,4471604.48
1227,SAN CLAUDIO,270161724,445742.55,4471278.46
1228,BAR LOS PALETOS,270400954,445821.55,4471214.46
1229,BAR MARTINEZ CERVECERIA,280058224,445350.55,4471006.46
1230,MESON LOS EXTREME?OS,270239851,446105.54,4471162.45
1231,CAFETER?A ATENEZ,130001511,442960.56,4470497.5
1232,BAR MORENO,270160206,443644.56,4470433.49
1233,BAR ALMARAZ,270162160,444805.55,4470696.47
1234,BAR MADRID,130001044,444698.55,4470061.47
1235,BAR PITORRA,270160966,444928.55,4470305.47
1236,BAR LA PLAZA,270352600,442513.56,4470012.5
1237,BAR LA COSTA,110002985,439700.59,4471985.53
1238,CAFETERIA-PASTELERIA-PANADERIA,285024001,438637.6,4472619.54
1239,CAFE-BAR-TERRAZA,270392469,436755.59,4469770.55
1240,CAFESSIA,280056024,435193.59,4468433.56
1241,CAMPO DE RUGBY,120000276,439487.58,4469957.53
1242,CERVECERIA MARISQUERIA GILAN,270444402,440343.58,4471381.52
1243,CAFETERIA JAVI,270363461,440669.56,4468702.51
1244,IRISH CITY SPORTS BAR,270484969,442669.57,4472603.5
1245,VOSS...,30000586,442891.58,4474180.5
1246,PLAYA TORRENOSTRA TRES,270064811,441437.58,4473971.52
1247,SIN INDICAR,270436550,442665.58,4474722.5
1248,BENDETTA,270062512,443165.58,4474347.5
1249,CAF? L'BELGIQUE,270059155,442279.58,4473001.51
1250,DOMINO'S,270359458,442683.58,4474265.5
1251,CAFETERIA DON JOSE,270135410,439088.6,4475475.54
1252,LIZARRAN,270231564,442604.58,4474290.51
1253,RETRO,270533245,442270.58,4473204.51
1254,CERVECERIA CRUZ BANCA,30000409,443173.57,4473371.5
1255,EL BISTR? DEL RETIRO,285006210,441512.58,4474206.52
1256,BAR EVA,120000372,439195.57,4469176.53
1257,A LA MESA BAR,270306634,440102.56,4469035.52
1258,CAFETERIA PAQUI,270419125,440138.56,4469055.52
1259,EL RINCON DE PEZ,270527491,440048.6,4475100.53
1260,LA PE?A SORIANA CERVECERIA,270527005,439340.56,4468674.52
1261,HELADOS ITALIANOS TOZZI,280053530,438715.59,4471789.54
1262,SIN ESPECIFICAR,270053142,439886.59,4474109.53
1263,CAFETERIA DIXEI BAR,270193516,440117.59,4474086.53
1264,GF CRIADO MARISQUERIA,270236600,443418.59,4477759.5
1265,SHISHA,280011317,439955.6,4474604.53
1266,CORNUCOPIA,280011372,440008.59,4474513.53
1267,COEUR D?AMANDE,270367051,442639.58,4474112.5
1268,DEPORTES PERISO,270059525,442481.58,4473157.51
1269,MUESTRA,270549342,440944.59,4475350.52
1270,HOTEL MELIA,10003297,440491.59,4473997.53
1271,100 MONTADITOS,10001180,440010.59,4474207.53
1272,LA LONJA,270524297,439662.6,4474470.53
1273,EL BUDA FELIZ,280011235,440147.59,4474749.53
1274,CASA VALI?O,270051443,439981.6,4474505.53
1275,BOABAD RESTAURANTE,270230214,440255.59,4473440.53
1276,NEMRUT KEBAB PIZZA,10000325,439756.6,4474372.53
1277,100 MONTADITOS,280011398,440452.59,4474500.53
1278,RESTAURANTE TINEO,270053121,439961.59,4473995.53
1279,MAXIMILIAN,270527678,439757.6,4474212.53
1280,RESTAURANTE CASA LABRA,280011897,440224.59,4474298.53
1281,BASS LUPULO,270049437,439410.6,4475743.54
1282,TRESS PUB,40000395,443577.58,4476294.49
1283,TOMA JAMON,280007766,439475.6,4473576.53
1284,ALHAMBRA CERVEZAS,270529780,439845.6,4474581.53
1285,VOLAPIE,80001071,442489.63,4484657.54
1286,CERVECERIA 100 MONTADITOS,270535481,442930.62,4483981.53
1287,CALA MILLOR PASTELER?A,270529817,439091.63,4482053.57
1288,"BEEFCIUS, S.L.",270543395,443217.63,4484783.53
1289,R?TULO NO INFORMADO,270130393,440318.62,4481045.55
1290,LIZARRAN,270359055,440345.62,4481185.55
1291,ROSCA PIZZA,80001221,439800.62,4481044.55
1292,LA COSTA,280048233,438986.63,4480825.56
1293,BAR SIG?ENZA / LOCAL L-20,270034576,,
1294,RESTAURANTE,280048623,443470.63,4484444.52
1295,CERVECERIA GA-MA,270261784,439589.62,4480473.55
1296,CAFETERIA ANPE MARISQUERIA,270248632,438923.63,4481832.57
1297,CERVECERIA LAS VEGAS,270130502,440015.62,4480958.55
1298,EL RINCON GOURMET,270400244,440358.62,4480883.55
1299,LA TOSTADERIA DE ALTAMIRA,270479594,440072.62,4480617.55
1300,EL MONASTERIO,80001007,440338.63,4483731.56
1301,EL CA?ON,270539729,442559.63,4484714.54
1302,MCDONALDS,280048981,440903.63,4483635.55
1303,BAR PIZZERIA PIZZA TI AMO,280048080,440062.62,4480859.55
1304,BAR GRANADA,270527928,438946.63,4481794.57
1305,RESTAURANTE MONTECARMELO,285016776,441042.63,4484267.55
1306,EL PESCADOR,280048618,440085.64,4483872.56
1307,TRES X TRES,270478409,439597.62,4480473.55
1308,BERGUE DELICATESSEN,285016773,441083.63,4484270.55
1309,RESTAURANTE FLORA BARRAGAN,270359027,433781.69,4487141.64
1310,LA PLAZA,270127299,434172.68,4485739.63
1311,LA BELLA ANNA,280048984,440246.64,4483893.56
1312,EL PESCADOR,280048570,443383.63,4484500.52
1313,BAR LA JAULA DEL CANARIO,280046717,438163.63,4480701.57
1314,LA RETAHILA,270548018,439979.64,4483985.56
1315,CERVECERIA ALTO TAJO,270536796,443467.63,4484625.52
1316,FORMENTERA,280048923,439833.64,4483996.57
1317,R?TULO NO INFORMADO,80001030,440340.62,4480956.55
1318,BAR CAFETERIA BALBOA / LOCAL 6-7,270554239,,
1319,MCDONALD'S  -REPSOL LAS TABLAS-,80001248,443823.62,4483675.51
1320,THE CHATTER CAFE,270543240,443125.63,4484401.53
1321,BAR NOMAR I,270131993,441765.62,4482508.54
1322,BAR HIMALAYA,270130732,440228.62,4480904.55
1323,LA TABERNA EXTREME?A,280047830,440200.62,4480896.55
1324,CAFETERIA IBIZA,280047277,439790.62,4480450.55
1325,EL CABAS,270540253,441069.63,4484114.55
1326,BAR EL ROMPIDO,285016382,439380.62,4480184.56
1327,UCEDA,270452788,440063.62,4481113.55
1328,BAR LOS ANGELES,280048116,442620.63,4484738.54
1329,RESTAURANTE ACAPULCO,270132002,441806.62,4482569.54
1330,BARRA DE PINTXOS,280048926,440186.64,4483960.56
1331,BAR NUEVO G. ARMENDARIZ,270373872,438199.64,4481701.57
1332,RESTAURANTE PARRILLA LOS GIRASOLES,270442724,443014.56,4470229.49
1333,MESON LOS GRANAINOS,270356362,438884.63,4481415.57
1334,QUEEN - FOOD AND MUSIC,270531276,442542.63,4484477.54
1335,CARDE?O TABERNA,270530525,442620.63,4484756.54
1336,CAFETERIA,285016383,439393.62,4480192.56
1337,CAFETERIA ROSI,270314639,439671.62,4480738.55
1338,BAR LA GOLONDRINA,270397555,444882.56,4471831.47
1339,CERVECERIA EL ESTUDIANTE,270539961,440678.56,4469140.52
1340,BAR MAC-GREGOR,270035043,439743.56,4468927.52
1341,GRAN CAFE DE GIJON,270406878,441263.59,4474844.52
1342,LA CASA DEL ABUELO,270538569,439974.59,4474011.53
1343,VITACA,10000003,440554.59,4475338.53
1344,LOS ROTOS,270042845,441023.59,4473816.52
1345,LA TOMASA,280007579,439726.59,4473704.53
1346,LA VENGANZA DE MELINCHE,270530885,439615.6,4475181.54
1347,MESON EL JAMON DE GRANVIA,270533706,439844.6,4474844.53
1348,PAMPLINAS,280007430,439720.6,4474233.53
1349,EL BIGOTE DEL GRECO,285003552,440277.6,4475440.53
1350,BANDER?N Y MUESTRA DE VINILO,270538448,444113.58,4476200.49
1351,CAFE VERGARA,270433315,439752.6,4474371.53
1352,BAR CERVECERIA REMO,180000235,447406.52,4469018.43
1353,BAR CON COCINA,270268033,447032.53,4470057.44
1354,AMISTAD,280050444,439283.59,4470794.53
1355,BAR MATY CAFETERIA,280051185,441637.55,4468642.51
1356,BAR JJ HERRANZ,270130743,440203.62,4480897.55
1357,EL HAYEDO DE JOSE,270431365,440146.62,4481135.55
1358,BAR-CAFETERIA FUENTIDUE?A,180000484,447208.52,4469223.43
1359,BAR LA VIA,270346358,448334.53,4470812.41
1360,BAR-RESTAURANTE COME Y CALLA,180001085,448918.51,4468459.4
1361,EL ESQUINAZO,270526857,447612.53,4470042.43
1362,CAFETERIA AVENIDA,270435540,447301.53,4469881.43
1363,LLOPPIS,180000229,447767.53,4470454.42
1364,FUENTE LAS CANALEJAS,180000458,447494.52,4469216.43
1365,EL BOULEVAR,285032625,446769.53,4469567.44
1366,TENDIDO 11 TABERNA,270535225,444073.58,4475832.49
1367,EL CENADOR DE JULIA,150000605,444182.58,4475900.49
1368,BELMARI,270172667,444383.57,4475935.48
1369,PATIO ANDALUZ DUNA,270168455,444939.57,4476002.47
1370,BAR DOCAMAR,270544045,445024.57,4476087.47
1371,LLAOLLAO,280072498,445153.57,4476125.47
1372,IPANEMA,270540722,445211.57,4476161.47
1373,MONTYS ALCALA 381,150001063,445445.57,4476307.47
1374,HOME BURGUER BAR RESTAURANTE,270331369,442582.59,4478059.51
1375,BAR CERVECERIA TOCARADA,280051316,439686.56,4468658.52
1376,DIEZ HOYOS,270352722,441720.59,4476482.52
1377,BAR JAYSA,180000177,448329.53,4470472.41
1378,RESTAURANTE  EL MANTEL,270542639,447557.52,4469232.43
1379,CERVECERIA DAVID E IVAN,180000236,447519.52,4469172.43
1380,CAFETERIA MARVI (L-40),270185003,,
1381,DONER KEBAAB MADRID,270538377,442612.58,4473085.5
1382,BAR LUVI,270281283,442644.57,4472594.5
1383,LA MONUMENTAL,30000531,442680.57,4472579.5
1384,BAR JAIVIC,270193581,438829.6,4473794.54
1385,EL GLOBO,270250131,447461.53,4470160.43
1386,BAR RESTAURANTE CONGOSTO 47,180000266,447583.52,4469042.43
1387,BAR AGAVEL CAFETERIA,270303325,446871.53,4470217.44
1388,CAFETERIA LIBRA,180000344,448537.53,4470165.41
1389,RESTAURANTE MAR ABIERTO,270184608,447433.52,4469392.43
1390,TELEPIZZA,180001049,448750.51,4468570.41
1391,MESON REMO,270300487,448494.52,4469911.41
1392,LA CA?ADA,270434863,447037.53,4470253.44
1393,BAR EL JULY,270437107,445263.56,4473040.47
